id,cites,cited_by,reference
10094,,,
10095,39.0,26.0,"['Allen, Franklin and Douglas Gale, 1994, Financial Innovation and Risk Sharing, Cambridge: Cambridge University Press.', 'Argentina, Government of, 2003, Description of the Process of Sovereign Debt Restructuring, unpublished, Buenos Aires, February.', 'Balls, Edward, 2003, Preventing Financial Crises: The Case for Independent IMF Surveillance, unpublished manuscript, Institute of International Finance, www.iie.com.', 'Bank of Canada, and Bank of England, 2001, Resolution of International Financial Crises, unpublished, Bank of Canada and Bank of England.', 'Becker, Torbjorn, Anthony Richards, and Yungong Thaicharoen, 2001, Bond Restructuring and Moral Hazard: Are Collective Action Clauses Costly? IMF Working Paper, 01/92, Washington DC: International Monetary Fund.', 'Bratton, William W., and G. Mitu Gulati, 2002, Sovereign Debt Restructuring and the Best Interest of the Creditors, Sloan Program Working Paper, forthcoming in January at www.ssrn.com., Georgetown University Law Center.', 'Bulow, Jeremy, and Kenneth Rogoff, 1989, A Constant Recontracting Model of Sovereign Debt, Journal of Political Economy, Vol. 97, pp.155178.', 'Council on Foreign Relations, 1999, Safeguarding Prosperity in a Global Financial System: The Future International Financial Architecture, Washington DC: Institute for International Economics.', 'Douglas, William O. 1940, Democracy and Finance, New Haven: Yale University Press.', 'Eaton, Jonathan, and Mark Gersovitz, 1981, Debt with Potential Repudiation, Review of Economic Studies, Vol. 48, pp.289309.', 'Eichengreen, Barry, 1996, Financing Infrastructure Investment in Developing Countries: Lessons from the Railway Age, in Infrastructure Delivery: Private Initiative and the Public Good, ed. by Ashoka Mody, Washington DC: The World Bank.', 'NBER Working Paper No. 7458, Cambridge, Massachusetts: National Bureau of Economic Research. ------, 2000b, Would Collective Action Clauses Raise Borrowing Costs? An Update and Extension, World Bank Research Paper No. 2363, Washington DC: the World Bank.', 'Emerging Market Creditors Association, 2002, Model Covenants for New Sovereign Debt Issues, unpublished manuscript, EMCA, http://www.rbwf.org/june2002/modelcovenants.pdf, 3 May.', 'Fischer, Stanley, 2002, Financial Crises and Reform of the International Financial System, NBER Working Paper No. 9297, Cambridge, Massachusetts: National Bureau of Economic Research.', 'Gavin, Michael, 2003, On the Sovereign Debt Restructuring Debate, UBS Warburg Emerging Markets Daily, pp.57, March.', 'Goldstein, Morris, 2003, Debt Sustainability, Brazil, and the IMF, Working Paper No. 03-1, Washington DC: Institute of International Economics.', 'Group of Seven, 1999, Strengthening the International Financial Architecture, Report of the G- 7 Finance Ministers to Heads of State and Government, Cologne, Germany.', 'Group of Ten, 2002, Report of the G-10 Working Group on Contractual Clauses, www.imf.org, September.', 'Group of Thirty, 2002, Key Issues in Sovereign Debt Restructuring, Washington DC: Group of Thirty.', 'Gugiatti, Mark, and Anthony Richards, 2003, Do Collective Action Clauses Influence Bond Yields? New Evidence from Emerging Markets, Research Discussion Paper 2003-02, Sydney: Reserve Bank of Australia.', 'Hubbard, R. Glenn, 2002, Enhancing Sovereign Debt Restructuring, Remarks of R. Glenn Hubbard, Chairman of the Council of Economic Advisors, to the Conference on the IIFs Sovereign Debt Proposal,Washington DC: American Enterprise Institute.', 'Hurlock, James, The Way Ahead for Sovereign Debt, Euromoney, pp.7879, August. Institute of International Finance, 1996, Resolving Sovereign Financial Crises, Washington DC: Institute of International Finance.', 'Committee on Crisis Prevention and Resolution, Washington DC: Institute of International Finance. - 82 - International Monetary Fund, 2002, Collective Action Clauses in Sovereign Bond Contracts Encouraging Greater Use, Washington DC: International Monetary Fund at www.imf.org.', 'International Monetary Fund at www.imf.org. J.P. Morgan, 2002, Two Step Sovereign Debt Restructuring, unpublished, J.P. Morgan.', 'Kenen, Peter, 2001, The International Financial Architecture: Whats New? Whats Missing? Washington, D.C: Institute for International Economics.', 'Kletzer, Kenneth, 2003, Sovereign Bond Restructuring: Collective Action Clauses and Official Crisis Intervention, paper for Bank of England conference, The Role of the Official and Private Sectors in Resolving International Financial Crises, 23-24 July, revised.', 'Review, Vol. 90, pp. 621639. Kroszer, Randall, 2003, American Economic Review, Papers and Proceedings, May.', 'Krueger, Anne, 2002, A New Approach to Sovereign Debt Restructuring, Washington DC: International Monetary Fund.', 'Mas-Colell, Andreu, Michael Whinston, and Jerry R. Green, 1995, Microeconomic Theory, New York: Oxford University Press.', 'Meltzer Commission, International Financial Institution Advisory Commission, 2000, Report, Washington DC: GPO.', 'Miller, Marcus, 2003, Sovereign Debt Restructuring: Where Things Stand Now, unpublished manuscript, Institute for International Economics.', 'Mody, Ashoka, 2003, Crisis Resolution: Lessons From the Bond Market, XVIII Meeting of the Latin American Network of Central Banks and Finance Ministries, Washington DC: Inter-American Development Bank, 9 April.', 'Ohlin, Goran, 1976, Debts, Development and Default, in A World Divided: The Less Developed Countries in the International Economy, ed. by Gerald K. Helleiner, Cambridge: Cambridge University Press.', 'Raffer, Kunibert, 1990, Applying Chapter 9 Insolvency to International Debts: An Economically Efficient Solution with a Human Face, World Development, Vol. 18, pp.', 'Rhodes, William, and others, 1999, Global Private Finance Leaders Stress the Importance of Voluntary Approaches to Crisis Resolution in Emerging Markets, press release, Washington: Institute of International Finance.', 'Roubini, Nouriel, and Brad Setser, 2003, Improving the Sovereign Debt Restructuring Process: Problems in Restructuring, Proposed Solutions, and a Roadmap for Reform, unpublished manuscript, New York University and Council on Foreign Relations.', 'Skeel, David A., Jr., 2002, Can Majority Voting Provisions Do It All? unpublished manuscript, University of Pennsylvania.', 'Sturzenegger, Federico, 2002, Default Episodes of the `90s: Factbook and Preliminary Lessons, unpublished manuscript, Universidad Torcuato Di Tella, Buenos Aires, June.', 'UBS Warburg, 2003, Uruguay Swap: I See the Stick, Where is My Carrot? Global Economic and Strategy Research, Latin America Fixed Income Strategy Note, 23 April.']"
10096,14.0,18.0,"['Altig, D., A.J. Auerbach, L.J. Kotlikoff, K.A. Smetters and J. Walliser (2001): Simulating Fundamental Tax Reform in the United States, American Economic Review 91, 574-595.', 'Auerbach, A.J., L.J. Kotlikoff, R.P. Hagemann and G. Nicoletti (1989): The Economic Dynamics of an Ageing Population: The Case of Four OECD Countries, OECD Economic Studies 12, 97-130.', 'Auerbach, A.J. and L.J. Kotlikoff (1987): Dynamic Fiscal Policy, Cambridge.', 'Bloendal, S. and S. Scarpetta (1999): The retirement decision in OECD countries, OECD Economics Department Working Paper 202, Paris.', 'Boersch-Supan, A., A. Ludwig and J. Winter (2002): Ageing and International Capital Flows, in: Auerbach, A.J. and H. Herrmann (eds.), Ageing, Financial Markets and Monetary Policy, pp. 55-83.', 'Dang, T.T., P. Antolin and H. Oxley (2001); Fiscal Implications of Ageing: Projections of Age-related Spending, Economics Department Working Paper No. 305, OECD, Paris.', 'De Nardi, M., S. Imrohoroglu and T.J. Sargent (1999): Projected U.S. Demographics and Social Security, Review of Economic Dynamics, Vol. 2 (3) pp. 575-615.', 'European Commission (2003): Statistical Annex to European Economy No. 4, Brussels.', 'Fehr, H., G. Halder, S. Jokisch and L.J. Kotlikoff (2003): A Simulation Model for the demographic transition in the OECD, Discussion Paper, University of Wuerzburg.', 'Gokhale, J. L.J. Kotlikoff, J. Senfton and M. Weale (2001): Simulating the Transmission of Wealth Inequality via Bequests, Journal of Public Economics 79, 93-128.', 'INGENUE (2002): Macroeconomic consequences of pension reforms in Europe: An investigation with the INGENUE world model, Discussion Paper, Paris.', 'OECD (2002): Education at a glance, Paris.', 'OECD (2003): Health Data, 4th ed., Paris.', 'Whitehouse, E. (2002): Pension systems in 15 countries compared: the value of entitlements, Discussion Paper 02/04, Centre for Pensions and Superannuation, Sydney.']"
10097,33.0,16.0,
10098,,,
10099,,,
10100,,,
10101,30.0,1.0,"['[1] AltinkiliÂ¸c O. and R. S. Hansen (2003 forthcoming), Discounting and underpricing in seasoned equity offers, Journal of Financial Economics.', '[2] Blackwell, D., W. Marr, and M. Spivey, (1990), Shelf registration and the reduced due diligence argument: Implications of the underwriter certiÃ\x9ecation and the implicit insurance hypotheses, Journal of Financial and Quantitative Analysis, 25, 245-59.', '[3] Brandenburger, A and B. Nalebuff (1996), Co-opetition, Currency and Double- day, New York.', '[4] Boot, A. and A. Thakor (1993), Security design, Journal of Finance, 48, 1349-78.', '[5] Chang, X., S. Dasgupta and G. Hilary (2003), Analyst following and capital structure, University of Hong Kong Working Paper.', '[6] Dybvig, P. and J. Zender (1991), Capital structure and dividend irrelevance with Asymmetric Information, Review of Financial Studies 4, 201-19.', '[7] Dye, R. (2001), An evaluation of Essays on Disclosure and the disclosure Liter- ature in Accounting, Journal of Accounting and Economics 32, 1-3, pp. 181-235.', '[8] Easterbrook, F. (1984), Two agency-cost explanations of dividends, American Economic Review 74, 650-659.', '[9] Fulghieri, P. and D. Lukin, (2001) Information production, dilution costs, and optimal security design, Journal of Financial Economics, 61, 3-42.', '[10] Gibson, S., A. SaÃ\x9eeddine, and R. Sonti (2003 forthcoming) Smart investments by smart money: evidence from seasoned equity offerings, Journal of Financial Economics.', '[12] Grinblatt, M.S., Masulis, R.W. and S. Titman (1984) The Valuation Effects of Stock Splits and Stock Dividends, Journal of Financial Economics, 13, 461-90.', '[13] Grossman, S., and O. Hart (1986), The costs and beneÃ\x9ets of ownership: A theory of vertical and lateral integration, Journal of Political Economy 94, 691-719.', '[14] Hansen, R. and P. Torregrosa (1992), Underwriter Compensation and Corporate Monitoring, Journal of Finance 47, 1537-55.', '[15] Hart, O. (1993), Theories of optimal capital structure: A managerial discretion perspective. In Margaret Blair (ed.), The Deal Decade: What Takeovers and Leveraged Buyouts Mean for Corporate Governance. Washington: Brookings In- stitution.', '[16] Hart, O. (1995), Firms, contracts and Ã\x9enancial structure, Clarendon Press Ox- ford.', '[17] Hart, O. and J. Moore (1995), Debt and seniority: An analysis of the role of hard claims in constraining management, American Economic Review, 85, 567-85.', '[18] Hertzel, M., M. Lemmon, J. Linck, and L. Rees (2002), Long-run performance following private placements of equity, Journal of Finance, 52, 2595-2617.', '[19] Holmstrom, B. and J. Tirole (1993), Market liquidity and performance monitor- ing, Journal of Political Economy, 101, 678-709.', '[20] Jensen, M. (1986), Agency costs of free cash Ã\x9fow, corporate Ã\x9enance, and takeovers, American Economic Review, 76, 323-29.', '[21] Korajczyk, R., D. Lucas and R. McDonald (1991), The effect of information releases on the pricing and timing of equity issues, Review of Financial Studies, 4, 685-708.', '[22] Maskin, E., and J. Riley (1984), Monopoly with incomplete information, Rand Journal of Economics 15, 171-96.', '[23] Minton, B.A. and K. H. Wruck (2001), Financial conservatism: Evidence on capital structure from low leverage Ã\x9erms, mimeo The Ohio State University.', '[24] Myers, S. (1977), Determinants of corporate borrowing, Journal of Financial Economics 5, 147-175.', '[25] Myers, S., and N. Majluf (1984), Corporate Ã\x9enancing and investment decisions when Ã\x9erms have information that investors do not have, Journal of Financial Economics 13, 187-221.', '[26] Perotti, E. and E.-L. von Thadden (2003), Strategic transparency and informed trading: Will capital market integration force convergence of corporate gover- nance?, Journal of Financial and Quantitative Analysis, 38, 61-85.', '[27] Subrahmanyam, A., and S. Titman (1999), The going public decision and the development of Ã\x9enancial markets, Journal of Finance 54, 1045-1082.', '[28] Swartz, M. and S. Watkings (2003), Power failure: The inside story of the col- lapse of Enron, Doubleday, New York.', '[29] Teoh, S., (1997), Information Disclosure and Voluntary Contributions to Public Goods, RAND Journal of Economics, 28, 385-406.', '[30] Titman, S., (1984), The effect of capital structure on a Ã\x9erms liquidation decision, Journal of Financial Economics 13, 137-151.', '[31] Verrecchia, R. (2001), Essays on disclosure, Journal of Accounting and Eco- nomics 32, 97-180.']"
10102,,,
10103,12.0,44.0,
10104,,,
10105,,,
10106,26.0,5.0,"['Ciccone, A. and Hall, Robert E. Productivity and the Density of Economic Activity. American Economic Review,1996, Vol. 86, pp. 54-70.', 'Combes, Pierre-Phillippe and Duranton, Gilles. Labour Pooling, Labour Poaching, and Spatial Clustering. Center for Economic Policy Research (Lon- don) Discussion Paper No. 2975, 2001.', 'Dumais, Guy, Ellison, Glenn and Glaeser, Edward, L. Dynamic Concen- tration as a Dynamic Process, 1997, NBER Working Paper no. 6270.', 'Duranton, Gilles and Puga, Diego. Microfoundations of Urban Agglomeration Economies. London School of Economics and University of Toronto, 2003.', 'Einhorn, Hillel J. OverconÃ\x9edence in Judgement. New Directions for Methodol- ogy of Social and Behavioral Science 4, 1-16. Ellison, Glenn and Glaeser, Edward L. Geographic Concentration in U.S. Manufacturing Industries: A Dartboard Approach. Journal of Political Econ- omy, 1997, 109(5), pp. 889-927.', 'Fujita, Masahisa, Krugman, Paul and Venables, Anthony J. The Spatial Economy. Cambridge, MA: MIT Press, 1999.', 'Fujita, Masahisa, Thisse, Jaques-Francois. Economics of Agglomeration. Cam- bridge, UK: Cambridge University Press, 2002.', 'Ellison, Glenn and Glaeser, Edward L. The Geographic Concentration of In- dustry: Does Natural Advantage Explain Agglomeration? American Economic Review, 1999, Vol. 89, No. 2, pp. 311-316.', 'Grossman, Gene M. and Helpman, Elhanan. Integration in a Global Econ- omy. National Bureau of Economic Research (Cambridge) Working Paper No. 8728, 2002.', 'Grossman, Sanford J. and Hart, Oliver D. The Costs and BeneÃ\x9ets of Own- ership: A Theory of Vertical and Lateral Integration. The Journal of Political Economy, 1986, 96(4), pp. 691-719.', 'Hart, O. and Moore, John. A Theory of Debt Based on the Inalienability of Human Capital. Quarterly Journal of Economics, 1994, 109, pp. 841-79.', 'Helsley, Robert W. and Strange, William C. Matching and Agglomeration Economies in a System of Cities. Regional Science and Urban Economics, 1990, 20(2), pp. 189-212.', 'Helsley, Robert W. and Strange, William C. Agglomeration Economies and Urban Capital Markets. Journal of Urban Economics, 1991, 29(1), pp. 96-112.', 'Henderson, J. Vernon. Efficiency of Resource Usage and City Size. Journal of Urban Economics, 1986, 19, pp. 47-70.', 'Holmes, Thomas. J. and Stevens, John J. Geographic Concentration and Establishment Scale Review of Economics and Statistics, 2002, 84(4), pp. 682- 691.', 'Krugman, Paul. Geography and Trade. Cambridge, MA: MIT Press, 1991.', 'Manes Stephen and Andrews,Paul. Gates: How Microsofts Mogul Reinvented an Industry-And Made Himself the Richest Man in America. New York: Touch- stone Books, 1994.', 'McLaren, John. Globalization and Vertical Structure. American Economic Review, 2000, 90(5), pp. 1239-1254.', 'Marshall, Alfred. Principles of Economics. London: Macmillan, 1890. Mortesen, Dale T. and Pissarides, Christopher A. New Developments of Models of Search in the Labor Market. In Orley Ashenfelter and David Cars (eds.) Handbook of Labor Economics, Vol. 3., pp. 2567-2627. Amsterdam: Elsevier, 1999.', 'Matouschek, Niko and Robert-Nicoud, Frederic. The Role of Human Cap- ital Investments in the Location Decision of Firms. Northwestern University and University of Geneva, 2003.', 'Porter, Michael E. The Competitive Advantage of Nations. New York : Free Press, 1990.', 'Pissarides, Christopher. Equilibrium Unemployment Theory. Cambridge MA: MIT Press, 2000.', 'Rauch, James E. Does History Matter Only When It Matters Little? The Case of City-Industry Location. The Quarterly Journal of Economics, 1993, 108 (3), pp. 843-867.', 'Rosenthal, Stuart S. and William C. Strange. The Urban Rat Race, Syra- cuse University Working Paper, 2002.', 'Rotemberg, Julio J. and Garth Saloner. Competition and Human Capital Accumulation: A Theory of Interregional Specialization and Trade. Regional Science and Urban Economics, 2000, 30(4), pp. 373-404.', 'Saxenian, Annalee. Regional Advantage. Cambridge, MA: Harvard University Press, 1994.']"
10107,20.0,12.0,"['Allais, M. (1979): The Foundations of a Positive Theory of Choice Involving Risk and a Criticism of the Postulates and Axioms of the American Schhol, in Expected Utility Hypothesis and the Allais Paradox, ed. by M. Allais, and O. Hagen. D. Reidel Publishing Co., Dordrecht, Holland.', 'Ang, A., G. Bekaert, and J. Liu (2002): Why Stocks May Disappoint, NBER Working Paper w7783, Working Paper.', 'Backus, D. K., A. W. Gregory, and S. E. Zin (1989): Risk Premiums in the Term Structure: Evidence from Artificial Economies., Journal of Monetary Economics, 24, 371399.', 'Barberis, N., and M. Huang (2001): Mental Accounting, Loss Aversion, and Individual Stock Returns, The Journal of Finance, LVI(4), 1247.', 'Barberis, N., M. Huang, and T. Santos (2001): Prospect Theory and Asset Prices, The Quarterly Journal of Economics, CXVI(1).', 'Basak, S., and A. Shapiro (2001): Value-at-Risk Based Risk Management: Optimal Policies and Asset Prices, Review of Financial Studies, 14, 371-405(2), 371405.', 'Bekaert, G., R. J. Hodrick, and D. A. Marshall (1997): The implications of first-order risk aversion for asset market risk premiums, Journal of Monetary Economics, 40(1), 339.', 'Chew, S. H. (1989): Axiomatic Utility Theories with the Betweeness Property, Annals of Operations Research, 19, 273298.', 'Conlisk, J. (1989): Three Variants on the Allais Paradox, The American Economic Review, 79(3), 392407.', 'Dekel, E. (1986): An Axiomatic Characterization of Preferences under Uncertainty, Journal of Economic Theory, 40, 304318.', 'Epstein, L., and S. E. Zin (2001): The independence axiom and asset returns, Journal of Empirical Finance, 8, 537572.', 'Epstein, L. G., and S. E. Zin (1989): Substitution, Risk Aversion, and the Temporal Behavior of Consumption and Asset Returns: A Theoretical Framework, Econometrica, 57(4), 937969.', 'Gul, F. (1991): A Theory of Disappointment Aversion, Econometrica, 59(3), 667686.', 'Kahneman, D., and A. Tversky (1979): Prospect Theory: An Analysis of Decision under Risk, Econometrica, 47(2), 263292.', 'Kreps, D. M., and E. L. Porteus (1978): Temporal Resolution of Uncertainty, Econometrica, 46, 185200.', 'Lucas, Jr., R. E. (1978): Asset Prices in an Exchange Economy, Econometrica, 46, 142614.', 'Machina, M. J. (1987): Choince Under Uncertainty: Problems Solved and Unsolved, Journal of Economic Perspectives, 1(1), 121154.', 'Mehra, R., and E. Prescott (1985): The Equity Premium: A Puzzle, Journal of Monetary Economics, 15, 145161.', 'Melino, A., and A. X. Yang (2002): State Dependent Preferences Can Explain the Equity Premium Puzzle, University of Toronto Working Paper.', 'Sagi, J. S. (2003): Anchored Preference Relations, Working Paper, University of California at Berkeley.']"
10108,,,
10109,30.0,4.0,"['Albanesi, Stefania; Chari, V. V.; and Christiano, Lawrence. 2003. Expectation Traps and Monetary Policy. Review of Economic Studies 70(4, October), 715--42.', 'Albanesi, Stefania, and Sleet, Christopher. 2002. Optimal Policy with Endogenous Fiscal Constitutions. Manuscript, Fuqua School of Business, Duke University.', 'Amador, Manuel; Angeletos, George-Marios; and Werning, IvÃ¡n. 2003. Optimal Commit- ment. Manuscript, Massachusetts Institute of Technology.', 'Angeletos, George-Marios; Hellwig, Christian; and Pavan, Alessandro. 2003. Coordination and Policy Traps. Manuscript, Massachusetts Institute of Technology.', 'Athey, Susan, and Bagwell, Kyle. 2001. Optimal Collusion with Private Information. RAND Journal of Economics 32(3, Autumn), 428--65.', 'Athey, Susan; Bagwell, Kyle; and Sanchirico, Chris. Forthcoming. Collusion and Price Rigidity. Review of Economic Studies. Atkeson, Andrew, and Lucas, Robert E., Jr. 1992. On Efficient Distribution with Private Information. Review of Economic Studies 59(3, July), 427--53.', 'Backus, David, and Driffill, John. 1985. Inflation and Reputation. American Economic Review 75(3, June), 530--38.', 'Barro, Robert J., and Gordon, David B. 1983. Rules, Discretion and Reputation in a Model of Monetary Policy. Journal of Monetary Economics 12(1, July), 101--21.', 'Bernanke, Ben S., and Mishkin, Frederic S. 1997. Inflation Targeting: A New Framework for Monetary Policy? Journal of Economic Perspectives 11(2, Spring), 97--116.', 'Bernanke, Ben S., and Woodford, Michael. 1997. Inflation Forecasts and Monetary Policy.', 'Journal of Money, Credit, and Banking, Part 2, 39(4, November), 653--84. Canzoneri, Matthew B. 1985. Monetary Policy Games and the Role of Private Information.', 'American Economic Review 75(5, December), 1056--70. Chang, Roberto. 1998. Credible Monetary Policy in an Infinite Horizon Model: Recursive Approaches. Journal of Economic Theory 81(2, August), 431--61.', 'Chari, V. V.; Christiano, Lawrence J.; and Eichenbaum, Martin. 1998. Expectation Traps and Discretion. Journal of Economic Theory 81(2, August), 462--92.', 'Chari, V. V., and Kehoe, Patrick J. 1990. Sustainable Plans. Journal of Political Economy 98(4, August), 783--802.', 'Cukierman, Alex, and Meltzer, Allan H. 1986. A Theory of Ambiguity, Credibility, and Infla- tion under Discretion and Asymmetric Information. Econometrica 54(5, September), 1099--1128.', 'Da Costa, Carlos, and Werning, IvÃ¡n. 2001. On the Optimality of the Friedman Rule with Heterogeneous Agents and Non-Linear Income Taxation. Manuscript, Massachusetts Institute of Technology.', 'Faust, Jon, and Svensson, Lars E. O. 2001. Transparency and Credibility: Monetary Policy with Unobservable Goals. International Economic Review 42(2, May), 369--97.', 'Fudenberg, Drew, and Tirole, Jean. 1991. Game Theory. Cambridge, Mass.: MIT Press.', 'Green, Edward J. 1987. Lending and the Smoothing of Uninsurable Income. Contractual Arrangements for Intertemporal Trade, 3--25. Minnesota Studies in Macroeconomics series, vol. 1. Minneapolis: University of Minnesota Press.', 'Green, Edward J., and Porter, Robert H. 1984. Noncooperative Collusion under Imperfect Price Information. Econometrica 52(1, January), 87--100.', 'Ireland, Peter N. 1997. Sustainable Monetary Policies. Journal of Economic Dynamics and Control 22(1, November), 87--108.', 'Macroeconomic Dynamics 4(4, December), 448--66. Kocherlakota, Narayana R. 1996. Implications of Efficient Risk Sharing without Commit- ment. Review of Economic Studies 63(4, October), 595--609.', 'Kydland, Finn E., and Prescott, Edward C. 1977. Rules Rather Than Discretion: The Inconsistency of Optimal Plans. Journal of Political Economy 85(3, June), 473--91.', 'Nicolini, Juan Pablo. 1998. More on the Time Consistency of Monetary Policy. Journal of Monetary Economics 41(2, April), 333--50.', 'Persson, Torsten, and Tabellini, Guido. 1993. Designing Institutions for Monetary Stability.', 'Carnegie-Rochester Conference Series on Public Policy 39(December), 53--84. Phelan, Christopher, and Stacchetti, Ennio. 2001. Sequential Equilibria in a Ramsey Tax Model. Econometrica 69(6, November), 1491--1518.', 'Rampini, Adriano A. 2003. Default and Aggregate Income. Manuscript, Kellogg School of Management, Northwestern University.', 'Romer, Christina D., and Romer, David H. 2000. Federal Reserve Information and the Behavior of Interest Rates. American Economic Review 90(3, June), 429--57.', 'Sleet, Christopher. 2001. On Credible Monetary Policy and Private Government Informa- tion. Journal of Economic Theory 99(1--2, July--August), 338--76.', 'Sleet, Christopher, and Yeltekin, Sevin. 2003. Credible Monetary Policy with Private Gov- ernment Preferences. Manuscript, Kellogg School of Management, Northwestern Uni- versity.']"
10110,7.0,2.0,"['Barro, R. (1979), On the Determination of Public Debt, Journal of Political Economy 87, 940971.', 'Buiter, W. and K. M. Kletzer (1991), The Welfare Economics of Cooperative and Noncooperative Fiscal Policy, Journal of Economic Dynamics and Control 15, 215-244.', 'Hamada, K. (1986), Strategic Aspects of International Fiscal Interdependence, The Economic Studies Quarterly 37, 165-180.', 'Kehoe, P. (1987), Coordination of Fiscal Policies in a World Economy, Journal of Monetary Economics 19, 349-376.', 'Kehoe, P. (1989), Policy Cooperation Among Benevolent Governments May be Undesirable, Review of Economic Studies 56, 289-296.', 'Slemrod, J. (1996), Which is the Simplest Tax System of Them All? In H. Aaron and W. Gale (eds.) Economic Effects of Fundamental Tax Reform. Washington, DC: The Brookings Institution.', 'Slemrod, J. and Shlomo Y. (2000), Tax Avoidance, Evasion, and Administration, NBER Working Papers 7473, National Bureau of Economic Research, Inc.']"
10111,,,
10112,,,
10113,,,
10114,,,
10115,,,
10116,,,
10117,,,
10118,22.0,18.0,
10119,,,
10120,7.0,2.0,"['Barber,Brad and Terrance Odean, (2001) Boys will be boys: Over confidence and common stock investments. Quarterly Journal of Economics. 116(1). 261-292.', 'Bjorklund David and Katherine Kipp, (1996) Parental investment theory and gender differences in the evolution of inhibition mechanisms, Psychological Bulletin. 120(2). 163-88.', 'Caplin, Andrew and John Leahy (2000) The Social discount rate. NBER Working Paper 7983.', 'Chaudhuri, Sarbajit and Lata Gangadharan (2003) Gender differences in trust and reciprocity, Working paper.', 'ODonoghue, Ted and Matthew Rabin, 1999. Doing it now or later, American Economic Review 89(1), 103-124 -------------, 2000 The Economics of Immediate Gratification, Journal of Behavioral DecisionMaking 13:2:233-50 Read, Daniel, George Loewenstein, Shobana Kalyanaraman (1999) Mixing Virtue and Vice: Combining the Immediacy Effect and the Diversification Heuristic Journal of Behavior Decision Making: 12: 257-273.', 'Round, David and Teresita Bentick, 1997. Magazine subscription discounts in Australia, Review of Industrial Organization:12:555-577.', 'Wertenbroch, Klaus,1998. Consumption self-control by rationing purchase quantities of virtue and vice, Marketing Science 17(4) , 317-337.']"
10121,,,
10122,,,
10123,,,
10124,23.0,18.0,
